,地址,经度,纬度,等级
普陀区桃浦镇第二社区卫生服务中心莲花社区卫生服务站,真北路3725弄61号,121.39415207804508,31.28670268455018,一级
上海宏康医院,大渡河路1933号,121.39336973149105,31.258011974016153,一级
上海德济医院,普陀区古浪路378-388号,121.38158921812358,31.285562424074737,二级
普陀区桃浦镇社区卫生服务中心紫藤苑社区卫生服务站,银杏路120弄18号101室,121.34082153288466,31.288909099425002,一级
普陀区中心医院（二级结算）,兰溪路164号,121.39950670667595,31.24335715025674,三级
普陀区人民医院,江宁路1291号,121.4366066873044,31.247522769615433,二级
普陀区利群医院,桃浦路910号,121.38089477352847,31.26266756220763,二级
普陀区中医医院,曹杨路1261号,121.40284779107265,31.249969691910497,二级
普陀区妇婴保健院第二执业点,长寿路170号,121.43741551696272,31.24555603968476,二级
普陀区精神卫生中心,志丹路211号,121.42476518599298,31.268889180979805,二级
普陀区眼病牙病防治所,长寿路247弄1号,121.43524730633338,31.243628248586862,二级
普陀区长风街道白玉社区卫生服务中心,曹杨路421号,121.41518441752959,31.23798531937261,一级
普陀区曹杨街道社区卫生服务中心,兰溪路121号,121.40218249887924,31.239809128218177,一级
普陀区普陀区曹杨街道社区卫生服务中心杏梅园社区服务站,曹杨五村242号,121.40217774451548,31.236979419305452,一级
普陀区曹杨街道社区卫生服务中心北杨园社区卫生服务站,曹杨二村135号甲,121.4027240482423,31.246621161927873,一级
普陀区长风街道长风社区卫生服务中心,金沙江路906号,121.39235807510211,31.233867040808924,一级
普陀区长风街道长风社区卫生服务中心海鑫社区卫生服务站,光复西路2077弄32号,121.40320411550296,31.224526418004807,一级
普陀区长风街道长风社区卫生服务中心大渡河路社区卫生服务站,大渡河路21弄17号101室,121.39665333857673,31.22349026759893,一级
普陀区长风街道长风社区卫生服务中心曹家巷社区卫生服务站,中山北路3700弄23号101-103室,121.4071502887291,31.229615349211986,一级
上海市普陀区真如镇街道社区卫生服务中心,真如西村115号,121.3934155292748,31.248766056028856,一级
上海市普陀区真如镇街道社区卫生服务中心杨桥社区卫生服务站,真北路2857弄16号101室,121.38710309601407,31.268605410945444,一级
普陀区真如镇社区卫生服务中心真光社区卫生服务站,铜川路1899弄35号F室,121.37898618776643,31.253807851100866,一级
普陀区真如镇社区卫生服务中心西站社区卫生服务站,桃浦路85号,121.37909051346594,31.260456852483816,一级
普陀区石泉街道社区卫生服务中心,管弄路297号,121.41921502486812,31.256651467244687,一级
普陀区石泉街道社区卫生服务中心镇坪路社区卫生服务站,镇坪路赵家宅30号后门,121.42225521682009,31.25168278876146,一级
普陀区宜川街道社区卫生服务中心,骊山路43号,121.43982727445278,31.261372333487913,一级
普陀区长寿街道社区卫生服务中心（第二执业点）,长寿路505弄3号,121.43185590830011,31.243661889277117,一级
普陀区长寿社区卫生服务中心昌化路社区卫生服务站,昌化路1000号,121.44007497508431,31.248000684598697,一级
普陀区长寿街道社区卫生服务中心（第三执业点）,东新路230弄20号,121.42039766053189,31.24251394059683,一级
普陀区石泉街道社区卫生服务中心岚皋西路社区卫生服务站,岚皋西路89-91号,121.41817548630769,31.249354722382805,一级
普陀区甘泉街道社区卫生服务中心,平利路57号,121.42352014248239,31.272138331666348,一级
普陀区甘泉街道社区卫生服务中心新宜社区卫生服务站,宜川路413弄2号103-104室,121.43318934390972,31.266837725473795,一级
普陀区甘泉街道社区卫生服务中心志丹社区卫生服务站,甘泉路501弄40号,121.42446535553414,31.261985793919795,一级
普陀区桃浦镇社区卫生服务中心,雪松路302号,121.35022480002232,31.283678011864122,一级
普陀区长征镇社区卫生服务中心,千阳路209号,121.36482488309821,31.234891945929647,一级
普陀区长征镇社区卫生服务中心祥和名邸社区卫生服务站,梅川路1333弄212号,121.37408599466245,31.24406345189321,一级
普陀区长征镇社区卫生服务中心丽和苑社区卫生服务站,真北路1029弄28号E座,121.37702733895141,31.238949116614965,一级
普陀区万里门诊部,普陀区新村路1317号,121.40924911287074,31.268304055776586,一级
上海普静护理医院,真南路635弄99支弄105号,121.38116201595544,31.26886470900004,一级
上海觉群中医门诊部,上海市普陀区江宁路1145弄6号,121.43886965709208,31.244628016199655,一级
普陀区妇婴保健院,同普路517号,121.38107755836457,31.229051546581182,二级
上海市普陀区长寿街道社区卫生服务中心,上海市普陀区长寿路170号,121.43741551696272,31.24555603968476,一级
普陀区甘泉街道社区卫生服务中心双山社区卫生服务站,双山路161弄17号甲,121.41863272164323,31.263980722116248,一级
上海市妇幼保健中心,泸定路339号,121.38217284465767,31.22741357177739,三级
普陀区桃浦镇第二社区卫生服务中心,真南路822弄420号,121.38046859496808,31.28019242287141,一级
上海天佑医院,真南路528号,121.38523488770622,31.271654031147307,二级
上海德杏堂中医门诊部,清峪路392号一层、384号第二层-392号第二层,121.48144569806749,31.346348753575167,一级
上海市公安消防总队职工医院,闸北区三泉路22号,121.43798265494448,31.30368355493651,一级
上海市皮肤病医院,闸北区保德路1278号,121.44058704336915,31.317882811251234,三级
闸北区天目西街道社区卫生服务中心普善路社区卫生服务站,普善路铁路新村2号,121.44917691931299,31.257690617578685,一级
闸北区北站街道社区卫生服务中心,海宁路1020号,121.47008055775694,31.247851669762976,一级
闸北区北站街道社区卫生服务中心晋元路门诊部,晋元路20号,121.46445479206967,31.24522180428778,一级
闸北区彭浦新村街道社区卫生服务中心,平顺路15号,121.44792920498611,31.309931438691358,一级
闸北区彭浦新村街道社区卫生服务中心长临路200弄社区卫生服务站,长临路200弄120号,121.43027874294894,31.31705910643053,一级
闸北区芷江西街道社区卫生服务中心,芷江西路335号,121.45499549124159,31.259226087098284,一级
闸北区彭浦镇社区卫生服务中心,灵石路789号,121.43341125328247,31.284177782984848,一级
闸北区宝山街道社区卫生服务中心,天通庵路51号,121.46442550127638,31.25918453557063,一级
上海市静安区宝山路街道社区卫生服务中心宝源社区卫生服务站,宝源路124号,121.47426763593886,31.25749701740937,一级
闸北区临汾街道社区卫生服务中心,临汾路385号,121.45384167018412,31.312546559778852,一级
闸北区大宁路街道社区卫生服务中心,闸北区广延路101号,121.45252826320265,31.275561381213763,一级
闸北区天目西街道社区卫生服务中心,梅园路111号,121.45447728029403,31.24484825163914,一级
上海市静安区彭浦镇第二社区卫生服务中心,上海市静安区高平路1011号,121.42275877151128,31.298923483687087,一级
上海彭江医院,彭江路51号,121.45515858635716,31.28662188275313,一级
上海海鹰医院,场中路2888号,121.43444128123365,31.30643052428899,一级
闸北区共和新街道社区卫生服务中心1100弄社区卫生服务站,柳营路1025弄61号,121.4461737176599,31.264884149031456,一级
闸北区共和新路街道社区卫生服务中心延新社区卫生服务站,共和新路1725弄30号,121.4518285735776,31.273218785917408,一级
上海新视界中兴眼科医院,闸北区中兴路1618号,121.45128677861942,31.25403186589725,二级
上海市第十人民医院,延长中路301号,121.4489830104369,31.273983190790997,三级
上海市第十人民医院分院,虬江路1057号,121.46781171859166,31.253462020838047,三级
上海市中医医院,芷江中路274号,121.46693924458971,31.261386210146593,三级
上海市中医医院石门路门诊部,石门一路67弄1号,121.4579406898193,31.227043685593397,三级
同济大学附属口腔医院,延长中路399号,121.44822414385986,31.273080945081844,三级
闸北区中心医院,中华新路619号,121.45710075356892,31.256103470251734,二级
闸北区市北医院,共和新路4500号,121.44317314200372,31.315440651983288,二级
闸北区市北医院分部,闻喜路1152号,121.43852226056916,31.309824126487793,二级
闸北区中医医院,延长中路288号,121.45004588670011,31.272670057152187,二级
上海市民政第三精神卫生中心,闻喜路590号,121.45248004446539,31.311290916645003,二级
上海市静安区精神卫生中心第三执业点,上海市平遥路80、100号,121.42119941449714,31.29119488671393,二级
静安区妇幼保健所第二执业点,共和新路1873弄4号,121.45032736720984,31.275663413016698,二级
上海市静安区北站医院,南星路29号,121.46041841462264,31.245582312654516,二级
上海市静安区牙病防治所第二执业点,静安区平型关路15号,121.4593358591505,31.272667786762163,二级
上海市静安区牙病防治所第四执业点,沪太路909弄15号甲104室,121.42894715062457,31.27498301321125,二级
上海市静安区牙病防治所第三执业点,平顺路814号,121.44899810331948,31.319583067962142,二级
上海市第三康复医院,交城路100号,121.427578160604,31.295272828181524,一级
闸北区共和新街道社区卫生服务中心,洛川东路151号,121.46024144831674,31.273894522390282,一级
上海盛德护理院,闸北区保德路545号，599号,121.45201416489695,31.31843615509919,一级
上海健桥医院,闸北区中兴路1122号1幢、2幢、10幢,121.46025520883514,31.253920186582885,一级
上海申江医院,沪太路1238号,121.42064363707534,31.280690614173707,一级
上海自在堂中医门诊部,甜爱支路1号,121.47921648598425,31.269815808668294,一级
上海康平医院,虹口区广粤路281号,121.46012381039812,31.288828039238286,二级
虹口区江湾镇街道社区卫生服务中心纪念社区卫生服务站,汶水东路141弄25号,121.48115711610826,31.29458119559602,一级
上海市第一人民医院,武进路85号,121.48492169782732,31.255365743366372,三级
上海市第一人民医院（松江新区执业点）,松江区新松江路650号,121.2216490248043,31.042721959563124,三级
上海中医药大学附属岳阳中西医结合医院,甘河路110号,121.4844821293861,31.29072449403791,三级
上海中医药大学附属岳阳中西医结合医院青海路门诊部,青海路44号,121.45957708408368,31.23188746118554,三级
上海市公共卫生临床中心第二执业点,水电路56号,121.46583455431674,31.275149389664623,三级
上海市公共卫生临床中心,金山区漕廊公路2901号,121.33513857267347,30.791985688634483,三级
上海市第四人民医院,四川北路1878号,121.47982817105152,31.263194422250447,二级
上海市虹口区江湾医院,场中路22号,121.47622285532503,31.308949334317777,二级
上海建工医院,中山北一路666号,121.47938769486824,31.286010533713682,二级
上海航道医院,长阳路265号,121.50738589308354,31.25907407081418,二级
中国人民解放军第四一一医院,东江湾路15号,121.47617427793882,31.267029277470986,二级
上海曲阳医院,玉田路333号,121.48659548658856,31.280602892569906,二级
上海市中西医结合医院,保定路230号,121.50692220998812,31.25950551784644,二级
